3352,175,35,490
357,6,2555,14
86,1,23,1008
90,350,160,26
90,4,163,67
1371,21,10,38
276,21,10,2
2170,490,11,25
244,4,1903,2631
2,7999,1,19
2,7999,7999,4
2,7999,4,11
2,154,546,477
2,379,278,14
2,128,123,1
2,128,123,20
2,238,123,4
2,238,2050,136
2,696,372,172
2,617,135,21
2,48,1,52
2,135,21,10
2,433,3,8000
2,140,647,1643
2,266,54,1292
2,1989,4,2
2,285,488,4
2,760,135,12
2,247,3,8000
2,59,1,19
2,1087,3,8000
2,907,682,1
2,249,192,3
2,41,48,3
2,369,91,87
2,1207,323,3
2,1793,4,2
2,161,8,136
2,276,21,10
2,934,135,5
2,51,8,126
2,1024,21,13
2,417,4,37
2,2193,4,2
2,304,269,1078
47,959,5,1300
47,124,10,15
1123,166,355,4
50,54,1,2
5,188,56,60
5,119,15,28
5,2,7999,3
5,213,29,2750
66,3,19,8000
51,59,3,8000
394,3,19,8000
321,11,11,5
321,32,11,5
231,68,3,8000
31,1780,9,26
31,566,9,5
530,1,2328,1
2200,2138,1419,19
46,34,1663,14
46,802,9,5
28,6,547,4
28,2,161,8
1852,1,47,959
87,270,3,8000
179,1,76,29
179,6,54,203
213,29,2750,24
18,316,33,16
18,1858,69,16
18,2716,69,16
18,3612,69,16
18,602,16,7
18,641,33,16
18,1582,69,16
18,1583,33,16
18,2721,69,16
18,2722,33,16
18,496,16,8
18,496,16,402
18,1585,33,16
18,3630,16,88
18,3632,33,16
18,1586,33,16
18,2726,33,16
18,2729,16,402
18,3644,69,16
18,2222,16,14
18,1248,33,16
18,3655,33,16
18,1589,33,16
18,2224,16,6
18,536,69,16
18,2226,69,16
18,3658,16,39
18,199,33,16
18,3667,33,16
18,3668,16,1
18,3674,16,39
18,2230,69,16
18,2232,33,16
18,1033,16,1
18,1132,16,6
18,3687,33,16
18,3692,69,16
18,3694,16,61
18,1402,16,6
18,2755,33,16
18,790,16,1
18,2756,33,16
18,1250,33,16
18,3709,33,16
18,2241,33,16
18,605,33,16
18,3724,69,16
24,15,21,10
24,1,598,1939
24,199,189,61
24,862,189,61
24,7,1863,3
24,7,242,5
24,4,3195,12
24,4,2,977
24,72,249,61
24,72,54,3
24,45,56,4
24,1202,113,2
24,372,172,61
24,493,7,1099
24,183,172,61
24,5,455,24
24,5,282,861
24,218,3,8000
117,7999,707,3
117,125,1,6
117,125,8,7999
117,2475,161,878
117,717,12,264
19,10,101,5
19,44,252,15
19,7,426,12
19,30,2329,53
19,21,15,7999
19,21,10,38
19,53,15,7999
19,53,15,2027
19,53,15,30
19,53,38,287
19,53,10,101
19,99,53,10
787,660,32,5
334,660,9,5
12,1144,11,5
12,123,3,8000
12,193,181,340
12,573,11,5
12,1434,1,3904
12,882,1254,3
12,1062,11,5
12,4310,312,4
12,383,721,20
12,3120,11,5
12,152,302,103
12,56,1,2
12,4572,123,3
12,197,655,3
12,201,11,5
12,829,497,4
12,4686,3250,520
12,288,11,5
731,661,9,5
11,26,11,7999
11,26,55,18
11,1948,3920,2666
11,14,153,184
11,7,2,4565
11,708,123,2508
11,827,6,1202
11,4795,2,1567
11,4960,405,150
11,173,6,762
11,5,7999,15
11,5,7999,37
11,5,7999,126
11,5,7999,2
11,5,2773,7
11,5,188,45
11,5,430,2185
11,5,1668,6
11,5,204,2
11,5,170,41
11,5,3240,2
11,5,491,2
11,5,124,13
11,5,414,2
11,5,241,2
11,5,1535,2
11,5,213,2240
11,28,2,161
9,18,602,16
9,11,5,213
9,3,19,8000
9,7999,32,5
9,1038,32,454
9,26,1341,11
9,25,694,550
9,25,115,1371
9,29,39,4620
9,4368,3,19
9,113,2,153
9,773,10,22
9,5,34,6
9,5,1043,2
9,5,399,26
9,5,1961,2
9,5,119,110
9,5,1447,6
9,5,656,578
9,5,274,32
9,5,486,2
9,5,137,38
9,5,137,6
9,5,137,22
9,5,137,2
9,5,173,612
9,5,1828,55
9,5,1129,6
9,566,32,5
32,11,5,213
32,15,3,8000
32,5,34,6
32,5,188,55
32,5,1656,18
32,5,119,22
78,5,34,1301
78,5,260,38
3504,15,3,8000
219,3,19,8000
134,7999,7999,1
134,7,233,1
395,8,193,144
395,8,285,488
15,1,19,21
15,1,17,43
15,1,8,2
15,1,147,42
15,1,99,936
15,203,50,54
15,14,1247,87
15,7,39,1310
15,30,1146,3
15,21,10,47
15,2,617,135
15,57,2851,28
38,6,276,14
38,551,5,1876
16,1,326,28
16,1,168,29
16,1,29,18
16,1,45,250
16,1,45,1401
16,6,1150,3
16,6,54,1
16,6,54,203
16,8,3016,9
16,8,970,9
16,8,1750,373
16,3794,3,8000
16,317,14,508
16,402,8,2214
16,14,222,18
16,7,538,1
16,7,461,8
16,7,301,8
16,7,2,233
16,4,214,1
1,18,3630,16
1,18,2729,16
1,18,2220,16
1,18,1865,16
1,18,2228,16
1,18,3694,16
1,18,3703,16
1,19,43,44
1,19,30,2329
1,19,30,3176
1,19,21,101
1,19,52,44
1,11,708,123
1,9,7999,32
1,10,38,5
1,263,1,5
1,234,3,8000
1,1862,1,28
1,2749,87,319
1,282,537,24
1,7999,1,1169
1,7999,1,2
1,7999,3,8000
1,7999,17,7999
1,7999,164,248
1,7999,4,2
1,7999,5,2
1,17,43,89
1,17,22,12
1,6,7999,148
1,6,7999,4
1,6,767,618
1,6,591,4863
1,6,276,21
1,6,54,270
1,6,54,203
1,251,5,30
1,84,4,394
1,65,83,42
1,245,74,933
1,39,3763,1
1,39,378,21
1,39,378,28
1,271,124,10
1,8,3860,3896
1,8,89,787
1,8,95,12
1,8,95,31
1,3807,2008,1
1,27,11,190
1,27,367,27
1,26,6,1301
1,3826,1,1928
1,2818,1,2818
1,3845,4834,1
1,1608,297,4
1,3904,4994,1
1,43,44,147
1,43,89,119
1,43,7,149
1,43,95,20
1,2859,3,8000
1,693,1,851
1,1154,21,10
1,3946,11,25
1,326,28,1397
1,4021,3,8000
1,2935,11,28
1,364,162,4
1,463,21,10
1,168,235,138
1,2992,53,10
1,144,231,68
1,579,78,18
1,579,322,18
1,579,1028,18
1,14,72,1
1,3060,664,21
1,4332,5106,117
1,44,7999,6
1,151,3757,21
1,1470,1,18
1,7,268,79
1,7,1760,1
1,1309,445,4
1,152,124,10
1,22,360,20
1,22,20,42
1,512,1184,2679
1,1314,1619,1
1,3151,3458,1
1,354,1,18
1,2496,117,2475
1,97,4,142
1,1725,88,1
1,715,12,21
1,30,2824,21
1,30,960,12
1,169,784,53
1,2067,3,88
1,2067,3,8000
1,4546,1,7999
1,166,237,246
1,23,3304,1
1,45,18,2222
1,45,250,138
1,45,1401,138
1,45,55,18
1,268,4,2
1,2561,79,4
1,1203,11,25
1,1796,117,125
1,21,10,38
1,21,10,37
1,21,10,476
1,53,10,22
1,774,11,14
1,523,231,68
1,2137,284,3
1,99,21,10
1,99,936,32
1,71,59,271
1,1371,21,10
1,598,1939,1680
1,104,27,2
1,1827,8,2620
1,1827,8,275
1,2,7999,83
1,2,378,21
1,2,379,278
1,2,48,12
1,2,48,279
1,2,135,12
1,2,623,68
1,2,285,488
1,2,115,36
1,2,760,135
1,2,387,4
1,2,823,21
1,2,1370,4
1,2,276,21
1,2,208,135
1,2,1850,584
1,95,36,70
1,47,21,10
1,47,124,10
1,47,46,1005
1,209,21,10
1,76,1582,138
1,304,269,12
1,102,494,35
1,292,11,443
1,292,2,48
1,52,15,65
1,52,15,131
1,52,15,57
1,52,38,63
1,52,38,31
1,28,6,1301
1,108,119,42
49,7,50,336
49,2,1024,21
93,362,3331,88
93,699,1,7999
93,699,1,1725
93,14,174,64
88,77,770,1578
3,130,19,8000
3,11,188,6
3,88,21,15
732,3,19,8000
10,11,73,5
10,11,5,274
10,11,5,241
10,11,5,1535
10,219,3,8000
10,15,1,8
10,15,30,960
10,15,5,1942
10,15,5,274
10,38,1,17
10,38,1,2
10,38,5,478
10,101,5,34
10,495,3,8000
10,44,1148,10
10,44,36,637
10,22,7999,2
10,22,609,9
10,22,1148,10
10,22,800,37
10,22,800,2
10,22,194,42
10,22,36,3302
10,22,290,34
10,22,46,1664
10,22,46,1705
10,22,729,42
10,30,990,31
10,30,1115,20
10,2,67,59
10,47,40,42
10,47,57,188
2710,24,7,242
2711,24,1632,26
1580,69,16,7
3612,69,16,4
2718,1085,1,76
187,24,3,8000
187,24,5,455
187,3191,4,66
602,16,8,1249
602,16,402,3
602,16,7,237
232,33,16,7
641,33,16,1
641,4,2,140
1583,33,16,7
1584,33,16,4
2723,179,1,76
250,24,4,2
250,24,4,567
789,1245,3,8000
233,1,251,5
233,390,3,8000
234,3,19,8000
234,7,1177,4
603,5,2753,24
421,24,5,282
362,3331,88,61
2220,16,8,825
2222,16,14,222
1247,87,3,8000
3655,33,16,7
2224,16,6,86
2226,69,16,3
3658,16,39,1698
199,1,234,3
199,69,16,7
686,1,1862,1
3665,33,3905,4
537,24,5,282
860,33,16,1
3674,16,39,1698
3679,24,493,7
569,24,1202,113
569,24,5,18
1033,16,8,1750
235,138,3,8000
2236,2167,4275,995
264,524,141,255
2749,87,319,8
1132,16,6,86
861,24,175,265
3688,24,7,1399
3689,24,7,603
1401,138,6,86
604,24,3,8000
604,861,24,175
3705,24,1380,175
2239,24,326,28
2240,24,3,8000
790,33,16,1
863,11,5,213
282,93,6,88
282,421,24,5
282,537,24,5
282,861,24,16
3721,5,3699,3
605,24,3,8000
77,282,537,24
77,770,1578,23
61,282,537,24
61,7999,7999,7999
61,532,7999,1
7998,11,173,2
7998,11,451,55
7998,9,1038,32
7998,49,2,1024
7998,7999,7999,7
7998,7999,695,3
7998,7999,82,1
7998,17,9,5
7998,17,6,1081
7998,17,806,960
7998,17,2406,1993
7998,17,89,119
7998,17,89,31
7998,17,22,360
7998,17,22,31
7998,17,178,35
7998,17,2,7999
7998,17,2,48
7998,17,2,320
7998,17,2,149
7998,17,2,1024
7998,17,95,35
7998,17,95,116
7998,17,304,269
7998,17,100,35
7998,17,108,334
7998,6,1100,325
7998,6,676,276
7998,6,1554,31
7998,6,639,151
7998,6,54,203
7998,106,87,4
7998,27,6,1453
7998,26,72,343
7998,128,123,418
7998,43,44,36
7998,43,44,20
7998,43,7,72
7998,43,7,2
7998,43,22,20
7998,43,2,41
7998,43,28,2
7998,380,1816,1
7998,1154,21,10
7998,741,483,21
7998,2330,497,21
7998,222,2236,2167
7998,85,4,610
7998,14,2,85
7998,1458,148,20
7998,44,252,1
7998,44,865,13
7998,44,65,21
7998,44,575,9
7998,44,31,832
7998,299,1,2
7998,81,68,253
7998,81,108,58
7998,7,2218,1
7998,7,7999,1
7998,7,6,7999
7998,7,6,764
7998,7,6,149
7998,7,570,5
7998,7,39,1310
7998,7,703,1
7998,7,1483,1
7998,7,116,1
7998,7,74,1160
7998,7,268,1
7998,22,12,6
7998,22,12,2
7998,22,360,12
7998,22,290,34
7998,109,145,40
7998,96,249,1
7998,96,184,1
7998,715,12,21
7998,56,60,6
7998,112,4,2
7998,30,1146,21
7998,30,951,1
7998,30,2128,21
7998,30,1115,12
7998,30,3393,1
7998,169,784,53
7998,169,306,12
7998,169,306,53
7998,41,464,1290
7998,1332,4,2
7998,131,1,44
7998,23,2,74
7998,23,218,1
7998,911,79,4
7998,1093,7999,1
7998,1525,4,41
7998,1781,21,10
7998,2609,206,82
7998,118,14,2
7998,118,167,5
7998,53,134,7999
7998,53,134,30
7998,3352,175,35
7998,99,21,10
7998,71,463,21
7998,2,234,379
7998,2,7999,1
7998,2,236,3354
7998,2,253,323
7998,2,648,58
7998,2,238,1497
7998,2,238,2050
7998,2,145,35
7998,2,48,20
7998,2,1052,36
7998,2,1058,255
7998,2,135,12
7998,2,135,21
7998,2,1657,65
7998,2,703,13
7998,2,256,8
7998,2,85,91
7998,2,901,943
7998,2,1497,21
7998,2,389,424
7998,2,41,48
7998,2,74,36
7998,2,1355,77
7998,2,1530,21
7998,2,1110,4
7998,2,847,1082
7998,2,91,3272
7998,313,1,207
7998,47,65,21
7998,50,20,2
7998,50,54,1
7998,5,2,3017
7998,139,494,4
7998,1127,1084,12
7998,304,269,12
7999,117,125,1
7999,11,25,7999
7999,9,3,8000
7999,9,5,137
7999,1,19,6
7999,1,19,27
7999,1,19,30
7999,1,19,2
7999,1,1131,1
7999,1,7999,117
7999,1,6,1522
7999,1,8,6
7999,1,3826,1
7999,1,43,47
7999,1,693,1
7999,1,144,231
7999,1,1470,1
7999,1,3151,3458
7999,1,1744,1
7999,1,21,10
7999,1,596,809
7999,1,53,10
7999,1,680,1
7999,1,2,285
7999,1,5111,1
7999,93,699,1
7999,7999,1,7999
7999,7999,1,6
7999,7999,1,39
7999,7999,1,45
7999,17,7999,19
7999,27,97,27
7999,27,212,27
7999,48,1,52
7999,82,21,10
7999,7,126,1
7999,7,41,94
7999,7,2,51
7999,664,3,8000
7999,20,552,9
7999,37,197,178
7999,4,7999,1
7999,4,75,66
7999,332,3,8000
7999,75,3,8000
7999,21,10,15
7999,21,10,2
17,7999,19,13
17,7999,1,19
17,307,2491,1
17,2309,19,23
17,14,2384,121
17,89,119,42
17,7,2,4158
17,3123,19,7
17,22,360,12
17,2107,19,835
17,290,34,1161
17,2140,2648,19
17,2140,2648,1
17,95,12,6
17,95,116,34
17,50,20,6
17,50,20,2
17,100,40,6
17,108,4306,40
6,3679,24,493
6,569,24,1202
6,7999,7,2
6,7999,339,801
6,7999,4,2
6,17,2309,19
6,17,2107,19
6,1606,4,155
6,278,10,15
6,188,45,241
6,1617,14,2
6,425,1951,3
6,163,622,4
6,1629,41,704
6,1986,600,3
6,1301,2711,24
6,1453,328,910
6,438,224,4
6,584,1515,1168
6,1081,4,2
6,1492,4,1366
6,442,3,8000
6,166,355,4
6,2071,297,4
6,767,618,11
6,591,4863,26
6,1517,5,18
6,1772,642,11
6,1100,325,235
6,149,228,1
6,1101,3,8000
6,3312,4,2
6,519,1,2
6,2132,23,2
6,86,7,237
6,1018,7,2
6,276,21,10
6,1554,31,42
6,231,68,28
6,3459,3,8000
6,639,151,276
6,54,3,8000
6,54,203,5
1034,11,5,2900
55,18,1589,33
55,235,24,4
55,6,345,4
55,22,3,8000
791,1,6,767
252,10,15,1
377,17,1272,1615
3740,211,2515,3
866,157,300,103
106,2,376,879
106,2,472,361
457,7999,21,10
609,9,5,1135
3763,1,4546,1
65,83,42,34
65,21,10,22
65,21,13,2
1885,907,725,3
154,546,477,3
154,546,2000,477
245,74,933,1
611,4,329,13
39,377,17,1272
39,3763,1,4546
39,378,26,7999
39,378,21,10
39,4620,829,18
39,2080,5,18
3780,1425,4770,457
271,21,10,38
271,124,10,38
8,7999,1,19
8,7999,3,8000
8,6,250,24
8,175,153,184
8,193,2341,1
8,193,144,1
8,1976,1,227
8,181,391,254
8,285,488,395
8,36,39,642
8,157,3,8000
8,126,3,8000
8,988,368,35
8,629,2001,7
8,4462,27,2141
8,1750,373,61
8,21,10,22
8,4879,3,8000
8,524,141,107
8,2,760,135
8,95,31,98
8,5,1186,444
8,532,1287,2679
92,1501,1089,3
92,311,11,5
3792,1113,3,8000
737,36,39,5100
1408,9,5,34
1408,9,5,40
1889,7,2,696
423,1,2,112
35,9,5,34
35,15,2,617
35,7999,3,8000
35,3102,17,2
35,552,9,5
35,490,9,11
35,490,32,11
35,774,78,5
35,3405,9,5
3807,2008,1,1470
1892,2322,4,2376
3808,1,693,1
363,2,305,3
27,11,190,1
27,17,7999,19
27,6,1453,328
27,6,2071,297
27,6,672,61
27,162,3,8000
27,193,144,340
27,367,27,47
27,72,4,2
27,2141,3472,60
27,212,3,8000
2799,1962,1,19
424,28,92,1501
1893,98,4145,4261
26,18,3661,16
26,6,569,24
26,973,205,312
26,468,183,271
26,56,60,18
26,72,343,1
26,1341,11,5
26,847,989,3729
26,2,133,1
1144,11,5,7999
1896,9,5,7999
3822,4712,3,8000
